edad,tipo_empleo,codigo,nivel_educativo,experiencia,estado_civil,ocupacion,raza,genero,ganancias,perdidas,horas_semanales,pais,salario
59.0,Local-gov,171328,Basic Education,6,Widowed,Other-service,Black,Female,0,0,30,United-States,<=50K
19.0,Local-gov,27382,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K
58.0,Private,259014,Post-Secondary Education,10,Never-married,Transport-moving,White,Male,0,0,20,United-States,<=50K
42.0,Self-emp-not-inc,303044,High School,9,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K
20.0,Private,117789,High School,9,Never-married,Other-service,White,Female,0,0,40,United-States,<=50K
32.0,Private,172579,High School,9,Separated,Other-service,White,Female,0,0,30,United-States,<=50K
45.0,Private,187666,Post-Secondary Education,11,Widowed,Exec-managerial,White,Female,0,0,45,United-States,<=50K
50.0,Private,204518,Basic Education,4,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
36.0,Private,150042,Advanced Education,13,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K
45.0,Private,98092,High School,9,Married-civ-spouse,Sales,White,Male,0,0,60,United-States,<=50K
17.0,Private,245918,Basic Education,7,Never-married,Other-service,White,Male,0,0,12,United-States,<=50K
59.0,Private,146013,Post-Secondary Education,10,Married-civ-spouse,Sales,White,Male,4064,0,40,United-States,<=50K
26.0,Private,378322,Basic Education,7,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
37.0,Self-emp-inc,257295,Post-Secondary Education,10,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,0,75,Thailand,>50K
19.0,Private,218956,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,24,Canada,<=50K
64.0,Private,21174,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
33.0,Private,185480,Advanced Education,13,Never-married,Prof-specialty,White,Female,0,0,45,United-States,<=50K
33.0,Private,222205,High School,9,Married-civ-spouse,Craft-repair,White,Female,0,0,40,United-States,>50K
61.0,Private,69867,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
17.0,Private,191260,Basic Education,5,Never-married,Other-service,White,Male,1055,0,24,United-States,<=50K
50.0,Self-emp-not-inc,30653,Advanced Education,14,Married-civ-spouse,Farming-fishing,White,Male,2407,0,98,United-States,<=50K
27.0,Local-gov,209109,Advanced Education,14,Never-married,Prof-specialty,White,Male,0,0,35,United-States,<=50K
30.0,Private,70377,High School,9,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K
43.0,Private,477983,High School,9,Married-civ-spouse,Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
44.0,Private,170924,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,7298,0,40,United-States,>50K
35.0,Private,190174,Post-Secondary Education,10,Never-married,Exec-managerial,White,Female,0,0,40,United-States,<=50K
25.0,Private,193787,Post-Secondary Education,10,Never-married,Tech-support,White,Female,0,0,40,United-States,<=50K
24.0,Private,279472,Post-Secondary Education,10,Married-civ-spouse,Machine-op-inspct,White,Female,7298,0,48,United-States,>50K
22.0,Private,34918,Advanced Education,13,Never-married,Prof-specialty,White,Female,0,0,15,Germany,<=50K
42.0,Local-gov,97688,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,5178,0,40,United-States,>50K
34.0,Private,175413,Post-Secondary Education,12,Divorced,Sales,Black,Female,0,0,45,United-States,<=50K
60.0,Private,173960,Advanced Education,13,Divorced,Prof-specialty,White,Female,0,0,42,United-States,<=50K
21.0,Private,205759,High School,9,Never-married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
57.0,Federal-gov,425161,Advanced Education,14,Married-civ-spouse,Sales,White,Male,15024,0,40,United-States,>50K
41.0,Private,220531,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,>50K
50.0,Private,176609,Post-Secondary Education,10,Divorced,Other-service,White,Male,0,0,45,United-States,<=50K
25.0,Private,371987,Advanced Education,13,Never-married,Exec-managerial,White,Female,0,0,40,United-States,<=50K
50.0,Private,193884,Basic Education,4,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Ecuador,<=50K
36.0,Private,200352,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,<=50K
31.0,Private,127595,High School,9,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K
29.0,Local-gov,220419,Advanced Education,13,Never-married,Protective-serv,White,Male,0,0,56,United-States,<=50K
21.0,Private,231931,Post-Secondary Education,10,Never-married,Sales,White,Male,0,0,45,United-States,<=50K
27.0,Private,248402,Advanced Education,13,Never-married,Tech-support,Black,Female,0,0,40,United-States,<=50K
65.0,Private,111095,High School,9,Married-civ-spouse,Transport-moving,White,Male,0,0,16,United-States,<=50K
37.0,Self-emp-inc,57424,Advanced Education,13,Divorced,Sales,White,Female,0,0,60,United-States,<=50K
39.0,Private,157443,Advanced Education,14,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,3464,0,40,United-States,<=50K
24.0,Private,278130,High School,9,Never-married,Craft-repair,White,Male,0,0,40,United-States,<=50K
38.0,Private,169469,High School,9,Divorced,Sales,White,Male,0,0,80,United-States,<=50K
48.0,Private,146268,Advanced Education,13,Married-civ-spouse,Adm-clerical,White,Male,7688,0,40,United-States,>50K
21.0,Private,153718,Post-Secondary Education,10,Never-married,Other-service,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K
31.0,Private,217460,High School,9,Married-civ-spouse,Transport-moving,White,Male,0,0,45,United-States,>50K
55.0,Private,238638,High School,9,Married-civ-spouse,Sales,White,Male,4386,0,40,United-States,>50K
24.0,Private,303296,Post-Secondary Education,10,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Laos,<=50K
43.0,Private,173321,High School,9,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
26.0,Private,193945,Post-Secondary Education,12,Never-married,Tech-support,White,Male,0,0,45,United-States,<=50K
46.0,Private,83082,Post-Secondary Education,12,Never-married,Prof-specialty,White,Female,0,0,33,United-States,<=50K
35.0,Private,193815,Post-Secondary Education,12,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,>50K
41.0,Self-emp-inc,34987,Post-Secondary Education,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,54,United-States,>50K
26.0,Private,59306,Advanced Education,13,Never-married,Sales,White,Male,0,0,40,United-States,<=50K
34.0,Private,142897,Advanced Education,14,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,7298,0,35,Taiwan,>50K
19.0,Private,860348,Post-Secondary Education,10,Never-married,Adm-clerical,Black,Female,0,0,25,United-States,<=50K
36.0,Self-emp-not-inc,205607,Advanced Education,13,Divorced,Prof-specialty,Black,Female,0,0,40,United-States,>50K
22.0,Private,199698,Post-Secondary Education,10,Never-married,Sales,White,Male,0,0,15,United-States,<=50K
24.0,Private,191954,Post-Secondary Education,10,Never-married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
36.78373786407767,Self-emp-not-inc,138714,Post-Secondary Education,10,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K
22.0,Private,399087,Basic Education,3,Married-civ-spouse,Machine-op-inspct,White,Female,0,0,40,Mexico,<=50K
29.0,Private,423158,Post-Secondary Education,10,Never-married,Tech-support,White,Female,0,0,40,United-States,<=50K
62.0,Private,159841,High School,9,Widowed,Other-service,White,Female,0,0,24,United-States,<=50K
39.0,Self-emp-not-inc,174308,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K
43.0,Private,50356,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,1485,50,United-States,<=50K
35.0,Private,186110,High School,9,Divorced,Transport-moving,White,Male,0,0,45,United-States,<=50K
29.0,Private,200381,Basic Education,7,Never-married,Exec-managerial,White,Female,0,0,40,United-States,<=50K
36.78373786407767,Self-emp-not-inc,174309,Advanced Education,14,Married-civ-spouse,Craft-repair,White,Male,0,0,10,United-States,<=50K
63.0,Self-emp-not-inc,78383,High School,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,45,United-States,<=50K
23.0,Private,211601,Post-Secondary Education,11,Never-married,Adm-clerical,Black,Female,0,0,15,United-States,<=50K
43.0,Private,187728,Post-Secondary Education,10,Married-civ-spouse,Prof-specialty,White,Female,0,1887,50,United-States,>50K
58.0,Self-emp-not-inc,321171,High School,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
66.0,Private,127921,High School,9,Never-married,Transport-moving,White,Male,2050,0,55,United-States,<=50K
41.0,Private,206565,Post-Secondary Education,10,Never-married,Craft-repair,Black,Male,0,0,45,United-States,<=50K
26.0,Private,224563,Advanced Education,13,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K
47.0,Private,178686,Post-Secondary Education,11,Never-married,Other-service,White,Male,0,0,40,United-States,<=50K
55.0,Local-gov,98545,Basic Education,6,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,<=50K
53.0,Private,242606,High School,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,<=50K
17.0,Private,270942,Basic Education,3,Never-married,Other-service,White,Male,0,0,48,Mexico,<=50K
30.0,Private,94235,High School,9,Never-married,Craft-repair,White,Male,0,0,40,United-States,<=50K
49.0,Private,71195,Advanced Education,14,Never-married,Prof-specialty,White,Male,0,0,60,United-States,<=50K
19.0,Private,104112,High School,9,Never-married,Sales,Black,Male,0,0,30,Haiti,<=50K
45.0,Private,261192,High School,9,Married-civ-spouse,Other-service,Black,Male,0,0,40,United-States,<=50K
26.0,Private,94936,Post-Secondary Education,12,Never-married,Sales,White,Male,0,0,40,United-States,<=50K
38.0,Private,296478,Post-Secondary Education,11,Married-civ-spouse,Craft-repair,White,Male,7298,0,40,United-States,>50K
36.0,State-gov,119272,High School,9,Married-civ-spouse,Protective-serv,White,Male,7298,0,40,United-States,>50K
33.0,Private,85043,High School,9,Never-married,Farming-fishing,White,Male,0,0,20,United-States,<=50K
22.0,State-gov,293364,Post-Secondary Education,10,Never-married,Protective-serv,Black,Female,0,0,40,United-States,<=50K
43.0,Self-emp-not-inc,241895,Advanced Education,13,Never-married,Sales,White,Male,0,0,42,United-States,<=50K
67.0,Private,36135,Basic Education,7,Married-civ-spouse,Adm-clerical,White,Male,0,0,8,United-States,<=50K
30.0,Private,151989,Post-Secondary Education,11,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
56.0,Private,101128,Post-Secondary Education,12,Married-spouse-absent,Other-service,White,Male,0,0,25,Iran,<=50K
31.0,Private,156464,Advanced Education,13,Never-married,Prof-specialty,White,Male,0,0,25,United-States,<=50K
33.0,Private,117963,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
26.0,Private,192262,High School,9,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,<=50K
33.0,Private,111363,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
46.0,Local-gov,329752,Basic Education,7,Married-civ-spouse,Transport-moving,White,Male,0,0,30,United-States,<=50K
59.0,Private,372020,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
38.0,Federal-gov,95432,High School,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,>50K
65.0,Private,161400,Basic Education,7,Widowed,Other-service,Other,Male,0,0,40,United-States,<=50K
40.0,Private,96129,Post-Secondary Education,11,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,>50K
42.0,Private,111949,High School,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,35,United-States,<=50K
26.0,Self-emp-not-inc,117125,Basic Education,5,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Portugal,<=50K
36.0,Private,348022,Basic Education,6,Married-civ-spouse,Other-service,White,Female,0,0,24,United-States,<=50K
62.0,Private,270092,Advanced Education,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
43.0,Private,180609,Advanced Education,13,Married-civ-spouse,Transport-moving,White,Male,0,0,45,United-States,<=50K
43.0,Private,174575,Advanced Education,13,Divorced,Exec-managerial,White,Male,0,1564,45,United-States,>50K
22.0,Private,410439,High School,9,Married-spouse-absent,Sales,White,Male,0,0,55,United-States,<=50K
28.0,Private,92262,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
56.0,Self-emp-not-inc,183081,Post-Secondary Education,10,Married-civ-spouse,Sales,White,Male,0,0,45,United-States,<=50K
22.0,Private,362589,Post-Secondary Education,12,Never-married,Sales,White,Female,0,0,15,United-States,<=50K
57.0,Private,212448,Advanced Education,13,Divorced,Exec-managerial,White,Female,0,0,45,United-States,>50K
39.0,Private,481060,High School,9,Divorced,Sales,White,Female,0,0,40,United-States,<=50K
26.0,Federal-gov,185885,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,15,United-States,<=50K
17.0,Private,89821,Basic Education,7,Never-married,Other-service,White,Male,0,0,10,United-States,<=50K
40.0,State-gov,184018,Post-Secondary Education,11,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,38,United-States,>50K
45.0,Private,256649,High School,9,Married-civ-spouse,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
44.0,Private,160323,High School,9,Never-married,Craft-repair,Black,Male,0,0,40,United-States,<=50K
20.0,Local-gov,350845,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,10,United-States,<=50K
33.0,Private,267404,High School,9,Married-civ-spouse,Craft-repair,White,Female,0,0,40,United-States,<=50K
23.0,Private,35633,Post-Secondary Education,10,Never-married,Sales,White,Male,0,0,40,United-States,<=50K
46.0,Self-emp-not-inc,80914,Advanced Education,14,Divorced,Exec-managerial,White,Male,0,0,30,United-States,<=50K
38.0,Private,172927,High School,9,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,<=50K
54.0,Private,174319,High School,9,Divorced,Transport-moving,White,Male,0,0,40,United-States,<=50K
46.0,Private,214955,Basic Education,3,Divorced,Craft-repair,White,Female,0,2339,45,United-States,<=50K
25.0,Private,344991,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
46.0,Private,108699,Post-Secondary Education,10,Divorced,Sales,White,Female,0,0,40,United-States,<=50K
36.0,Local-gov,117312,Post-Secondary Education,10,Married-civ-spouse,Transport-moving,White,Female,0,0,40,United-States,<=50K
23.0,Private,396099,High School,9,Never-married,Other-service,White,Female,0,0,25,United-States,<=50K
29.0,Private,134152,High School,9,Separated,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
44.0,Private,162028,Post-Secondary Education,10,Married-civ-spouse,Adm-clerical,White,Female,0,2415,6,United-States,>50K
19.0,Private,25429,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,16,United-States,<=50K
19.0,Private,232392,High School,9,Never-married,Other-service,White,Female,0,0,40,United-States,<=50K
35.0,Private,220098,High School,9,Married-civ-spouse,Other-service,White,Female,0,0,40,United-States,>50K
27.0,Private,301302,Advanced Education,13,Never-married,Craft-repair,White,Male,0,0,50,United-States,<=50K
46.0,Self-emp-not-inc,277946,Post-Secondary Education,12,Separated,Craft-repair,White,Male,0,0,40,United-States,<=50K
34.0,State-gov,98101,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,7688,0,45,United-States,>50K
34.0,Private,196164,High School,9,Never-married,Other-service,White,Female,0,0,35,United-States,<=50K
44.0,Private,115562,Post-Secondary Education,10,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,<=50K
45.0,Private,96975,Post-Secondary Education,10,Divorced,Handlers-cleaners,White,Female,0,0,40,United-States,<=50K
20.0,Private,137300,High School,9,Never-married,Adm-clerical,White,Female,0,0,35,United-States,<=50K
25.0,Private,86872,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,>50K
52.0,Self-emp-inc,132178,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K
20.0,Private,416103,Post-Secondary Education,10,Never-married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
28.0,Private,108574,Post-Secondary Education,10,Never-married,Other-service,White,Female,0,0,40,United-States,<=50K
50.0,State-gov,288353,Advanced Education,13,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,>50K
34.0,Private,227689,Post-Secondary Education,11,Divorced,Tech-support,White,Female,0,0,64,United-States,<=50K
28.0,Private,166481,Basic Education,4,Married-civ-spouse,Handlers-cleaners,Other,Male,0,2179,40,Puerto-Rico,<=50K
41.0,Private,445382,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Male,0,1977,65,United-States,>50K
28.0,Private,110145,High School,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,<=50K
46.0,Self-emp-not-inc,317253,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,25,United-States,<=50K
